screen_id,provider_id,doi,title,publication_date,type,venue,first_author,author_count,language,abstract_available,membership,query_indices,raw_page,item_index,raw_sha256
S21864,https://openalex.org/W4391824249,10.1051/bsgf/2024003,Short-lived active margin magmatism preceding Variscan collision in the Western French Massif Central,2024-01-01,article,Bulletin de la Société Géologique de France,J. Berger,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,25,09eec50e1c1b7ab716152bffb4727aff98f53eea6767446be82c2b2bc2851655
S21865,https://openalex.org/W4391824688,10.1016/j.seppur.2024.126714,Modeling the electrocatalytic nitrate removal in a rotating cylinder electrode reactor,2024-02-14,article,Separation and Purification Technology,Roger Oriol,5,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,21,6019580633a2a234dac086486edb2c86cd8cee6aa7e46b648ebea8517b7402d3
S21866,https://openalex.org/W4391825290,10.1016/j.matt.2024.01.025,Lowering the kinetic barrier via enhancing electrophilicity of surface oxygen to boost acidic oxygen evolution reaction,2024-02-14,article,Matter,Ning Han,14,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,2,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21867,https://openalex.org/W4391827424,10.1063/5.0184696,Study the structural properties of prepared PANI/TiO2 nanocomposite for NH3 gas sensing applications,2024-01-01,conference-paper,AIP conference proceedings,Noor Kadhum Abid,3,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000001.json,56,e7f2181a632f7de07249f7e78b15192bc7100712999b3fc5b55ebb81cfa638c5
S21868,https://openalex.org/W4391835561,10.48550/arxiv.2402.08884,"Machine Learning, Density Functional Theory, and Experiments to Understand the Photocatalytic Reduction of CO$_2$ by CuPt/TiO$_2$",2024-02-14,preprint,arXiv (Cornell University),Vaidish Sumaria,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,66,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21869,https://openalex.org/W4391836235,10.1038/s41467-024-45563-x,Structured information extraction from scientific text with large language models,2024-02-15,article,Nature Communications,John Dagdelen,8,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,2,7e968b8b7d9cf54d808fd9da912a333aa5e03bb7c7fd8045041ee8ef11aab3fa
S21870,https://openalex.org/W4391841919,10.1002/sus2.184,Functionalization design of zinc anode for advanced aqueous zinc‐ion batteries,2024-02-14,article,SusMat,Ziyi Feng,12,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,74,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21871,https://openalex.org/W4391843400,10.1002/cey2.505,Trifunctional robust electrocatalysts based on 3D Fe/N‐doped carbon nanocubes encapsulating Co4N nanoparticles for efficient battery‐powered water electrolyzers,2024-02-15,article,Carbon Energy,Hyung Wook Choi,11,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,22,6019580633a2a234dac086486edb2c86cd8cee6aa7e46b648ebea8517b7402d3
S21872,https://openalex.org/W4391843796,10.1021/acscatal.3c05072,Distinct Site Motifs Activate O2 and H2 on Supported Au Nanoparticles in Liquid Water,2024-02-15,article,ACS Catalysis,Jason S. Adams,6,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,1,7e968b8b7d9cf54d808fd9da912a333aa5e03bb7c7fd8045041ee8ef11aab3fa
S21873,https://openalex.org/W4391845937,10.1021/acsomega.3c09687,"Innovative Anodic Treatment to Obtain Stable Metallic Silver Micropatches on TiO2 Nanotubes: Structural, Electrochemical, and Photochemical Properties",2024-02-15,article,ACS Omega,Valentina Chiara Cajiao Checchin,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,75,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21874,https://openalex.org/W4391847506,10.1002/celc.202300722,Tungsten Carbide‐Based Materials for Electrocatalytic Water Splitting: A Review,2024-02-15,article,ChemElectroChem,Moniba Rafique,7,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,5,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21875,https://openalex.org/W4391848003,10.1016/j.mtener.2024.101524,Hydrogen evolution mediated by sulfur vacancies and substitutional Mn in few-layered molybdenum disulfide,2024-02-15,article,Materials Today Energy,Mouna Rafei,6,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,3,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21876,https://openalex.org/W4391849884,10.1016/j.chemosphere.2024.141456,Hydrogen peroxide electrogeneration from O2 electroreduction: A review focusing on carbon electrocatalysts and environmental applications,2024-02-15,article,Chemosphere,Aline B. Trench,12,en,False,BOTH,2;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,6,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21877,https://openalex.org/W4391850230,10.1016/j.jallcom.2024.173877,MOFs-derived 3D nanoporous Co-N-C coupled with RuO2 composite as enhanced catalysts for Li-O2 batteries,2024-02-15,article,Journal of Alloys and Compounds,Yongming Zhu,8,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,4,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21878,https://openalex.org/W4391873440,10.1021/acsenergylett.3c02620,Electrically Insulated Catalyst–Ionomer Anode Interfaces toward Durable Alkaline Membrane Electrolyzers,2024-02-16,article,ACS Energy Letters,Minkyoung Kwak,4,en,True,BOTH,1;3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,83,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21879,https://openalex.org/W4391874405,10.1021/acsami.3c15866,Sol–Gel TiO 2 Thin Film on Au Nanoparticles for Heterogeneous Plasmonic Photocatalysis,2024-02-16,article,ACS Applied Materials & Interfaces,Amine Khitous,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,82,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21880,https://openalex.org/W4391874760,10.1002/9783527838059.ch10,Development of Noble Metal Supported Nanoparticles for Water Treatment,2024-02-16,other,,Hamyal Izhar,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,76,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21881,https://openalex.org/W4391875031,10.1002/9781119600862.ch12,Low‐Dimensional Materials for Direct Fuel Generation Assisted by Sunlight,2024-02-16,other,,Muhammad Shuaib Khan,2,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,77,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21882,https://openalex.org/W4391875936,10.1016/j.precamres.2024.107324,Modern-style continental tectonics since the early Archean,2024-02-16,article,Precambrian Research,Alex Copley,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,81,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21883,https://openalex.org/W4391877561,10.1038/s41467-024-45654-9,Facilitating alkaline hydrogen evolution reaction on the hetero-interfaced Ru/RuO2 through Pt single atoms doping,2024-02-16,article,Nature Communications,Yiming Zhu,18,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,7,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21884,https://openalex.org/W4391882934,10.3390/met14020241,Acid Treatments of Ti-Based Metallic Glasses for Improving Corrosion Resistance in Implant Applications,2024-02-16,article,Metals,Nora Fernández‐Navas,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,79,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21885,https://openalex.org/W4391884849,10.1002/9781394198085.ch12,Environmental Aspects of 3D Printing Metal and Alloys,2024-02-16,other,,Palivela Bhargav Chandan,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,78,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21886,https://openalex.org/W4391888536,10.1016/j.catcom.2024.106878,Greenly synthesised NCF-LDH as a sustainable electrocatalyst for oxygen evolution reaction with low cell voltage,2024-02-01,article,Catalysis Communications,Bakthavachalam Vishnu,3,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,8,6019580633a2a234dac086486edb2c86cd8cee6aa7e46b648ebea8517b7402d3
S21887,https://openalex.org/W4391893370,10.3390/nano14040366,Enhanced Electrocatalytic Oxygen Reduction Reaction of TiO2 Nanotubes by Combining Surface Oxygen Vacancy Engineering and Zr Doping,2024-02-16,article,Nanomaterials,Maged N. Shaddad,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,80,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21888,https://openalex.org/W4391895983,10.1016/j.heliyon.2024.e26633,RETRACTED: Experimental and theoretical study of improved mesoporous titanium dioxide perovskite solar cell: The impact of modification with graphene oxide,2024-02-01,article,Heliyon,Chou‐Yi Hsu,11,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,12,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21889,https://openalex.org/W4391897519,10.1002/nano.202300169,"A travel though the atrane route, a versatile tool for the materials soft‐synthesis: A twenty‐five years perspective",2024-02-17,article,Nano Select,M. Dolores Garrido,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,84,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21890,https://openalex.org/W4391897685,10.1007/s10800-024-02087-y,Response surface methodology for low-energy consumption electro-Fenton process for xanthene dye electrochemical degradation,2024-02-17,article,Journal of Applied Electrochemistry,Sabrine Ben Kacem,4,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,8,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21891,https://openalex.org/W4391898653,10.1002/smll.202310465,Imparting Chemiresistor with Humidity‐Independent Sensitivity toward Trace‐Level Formaldehyde via Substitutional Doping Platinum Single Atom,2024-02-16,article,Small,Ningyi Wang,9,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,4,7e968b8b7d9cf54d808fd9da912a333aa5e03bb7c7fd8045041ee8ef11aab3fa
S21892,https://openalex.org/W4391899662,10.1016/j.heliyon.2024.e25586,"M-Ni-Co MOF (M=Zn, Fe, Mn) for high-performance supercapacitors by adjusting its morphology",2024-02-17,article,Heliyon,Yige Yan,5,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,9,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21893,https://openalex.org/W4391914753,10.1016/j.cattod.2024.114581,Tailoring multi-layered BiVO4/WO3 photoanodes for an efficient photoelectrochemical gas-phase solar water splitting,2024-02-17,article,Catalysis Today,Ivan Merino‐Garcia,6,en,False,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,86,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21894,https://openalex.org/W4391915007,10.1016/j.cattod.2024.114587,Selective photocatalytic and photoelectrocatalytic synthesis of valuable compounds in aqueous medium,2024-02-17,article,Catalysis Today,Marianna Bellardita,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,85,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21895,https://openalex.org/W4391918640,10.31713/m1306,Mineral processing tech-nologies and equipment to separate fine/ultrafine mineral values. a review,2024-01-01,book,"University of Petroșani, Romania eBooks","National Technical Univ. of Athens (NTUA), Greece",2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000001.json,4,e7f2181a632f7de07249f7e78b15192bc7100712999b3fc5b55ebb81cfa638c5
S21896,https://openalex.org/W4391918691,10.1007/s00126-024-01248-5,Influence of magmatic and magmatic-hydrothermal processes on the lithium endowment of micas in the Cornubian Batholith (SW England),2024-02-19,article,Mineralium Deposita,Francesco Putzolu,9,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,90,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21897,https://openalex.org/W4391923468,10.1021/acsnano.3c12226,Switchable Charge Storage Mechanism via in Situ Activation of MXene Enables High Capacitance and Stability in Aqueous Electrolytes,2024-02-19,article,ACS Nano,Cheng-Che Hsiao,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,92,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21898,https://openalex.org/W4391927609,10.3390/catal14020152,Platinum-Modified Mixed Metal Oxide Electrodes for Efficient Chloralkaline-Based Energy Storage,2024-02-18,article,Catalysts,Jamylle Yanka Cruz Ribeiro,9,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,10,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21899,https://openalex.org/W4391927993,10.5194/ejm-36-209-2024,"Inclusions in magmatic zircon from Slavonian mountains (eastern Croatia): anatase, kumdykolite and kokchetavite and implications for the magmatic evolution",2024-02-19,article,European Journal of Mineralogy,Petra Schneider,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,87,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21900,https://openalex.org/W4391934247,10.1016/j.apsusc.2024.159692,Towards H2 production from water and ethanol interactions on hydrated TiO2(101): Insights from ReaxFF molecular dynamics,2024-02-19,article,Applied Surface Science,Hicham Jabraoui,4,en,False,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,88,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21901,https://openalex.org/W4391952436,10.1002/smll.202312168,Glassy State Hydroxide Materials for Oxygen Evolution Electrocatalysis,2024-02-20,article,Small,Jing Wang,8,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,11,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21902,https://openalex.org/W4391953775,10.3390/nano14050391,Progress and Application of Halide Perovskite Materials for Solar Cells and Light Emitting Devices,2024-02-20,article,Nanomaterials,Maoding Cheng,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,1,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21903,https://openalex.org/W4391953906,10.32920/25234735.v1,Defect Induced Semiconductor Probes for Ultrasensitive Detection of Metastatic Cancer,2024-02-20,other,,Priya Dharmalingam,1,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,93,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21904,https://openalex.org/W4391954090,10.1002/aic.18403,Engineering Pt‐Cu diatomics electrocatalysts enables highly efficient urea synthesis,2024-02-20,article,AIChE Journal,Fei Lu,5,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,98,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21905,https://openalex.org/W4391956160,10.1155/2024/1073915,"Review on Medical Applications of Manganese Oxide (Mn2+, Mn3+, and Mn4+) Magnetic Nanoparticles",2024-02-20,article,Journal of Nanomaterials,Rajesh Kumar Manavalan,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,0,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21906,https://openalex.org/W4391959513,10.37247/pachem2ed.2.22.28,Cationic Interstitials: An Overlooked Ionic Defect in Memristors,2022-11-15,book-chapter,"Vide Leaf, Hyderabad eBooks",Zhemi Xu,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2022-01-01_2022-12-31/attempt_000001/page_000019.json,3,5a0e1677754618fc9dd7c73c38f46e7afde3436a996b7dd539a37f26536cb8f2
S21907,https://openalex.org/W4391963034,10.1039/d3nr06208b,Control of metal–support interaction for tunable CO hydrogenation performance over Ru/TiO 2 nanocatalysts,2024-01-01,article,Nanoscale,Heyun Lin,7,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,71,09eec50e1c1b7ab716152bffb4727aff98f53eea6767446be82c2b2bc2851655
S21908,https://openalex.org/W4391963993,10.1021/jacs.3c13491,High-Performance Iridium–Molybdenum Oxide Electrocatalysts for Water Oxidation in Acid: Bayesian Optimization Discovery and Experimental Testing,2024-02-19,article,Journal of the American Chemical Society,Jacques A. Esterhuizen,4,en,True,BOTH,1;3;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,91,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21909,https://openalex.org/W4391971988,10.1021/acsomega.3c06932,Plasmons Enhancing Sub-Bandgap Photoconductivity in TiO2 Nanoparticles Film,2024-02-20,article,ACS Omega,Mohammed A. Ibrahem,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,99,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21910,https://openalex.org/W4391972572,10.3390/ijms25052488,Debye Temperature Evaluation for Secondary Battery Cathode of α-SnxFe1−xOOH Nanoparticles Derived from the 57Fe- and 119Sn-Mössbauer Spectra,2024-02-20,article,International Journal of Molecular Sciences,A. Ibrahim,11,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,95,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21911,https://openalex.org/W4391974607,10.2139/ssrn.4733167,Multidimensional Bimetallic-Codoped Mof-Derived M@N-Cnts Bifunctional Electrocatalysts for Rechargeable Zinc-Air Batteries,2024-01-01,preprint,SSRN Electronic Journal,Leilei Lü,7,en,False,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000001.json,10,35dc26b1a9b0901b185bf47a26473be1dcb2bca9add09976deec57471b7f4da8
S21912,https://openalex.org/W4391981846,10.1039/d3im00135k,Triphase photocatalytic water-gas-shift reaction for hydrogen production with enhanced interfacial diffusion at gas–liquid–solid interfaces,2024-01-01,article,Industrial Chemistry and Materials,Huige Chen,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,73,09eec50e1c1b7ab716152bffb4727aff98f53eea6767446be82c2b2bc2851655
S21913,https://openalex.org/W4391982820,10.3390/lubricants12020063,Experimental Strategies for Studying Tribo-Electrochemical Aspects of Chemical–Mechanical Planarization,2024-02-19,article,Lubricants,Kassapa U. Gamagedara,2,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,89,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21914,https://openalex.org/W4391983609,10.1002/adma.202311272,Earthworm‐Inspired Co/Co3O4/CoF2@NSC Nanofibrous Electrocatalyst with Confined Channels for Enhanced ORR/OER Performance,2024-02-20,article,Advanced Materials,Han Li,6,en,True,BOTH,2,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q02_year_2024-01-01_2024-12-31/attempt_000001/page_000003.json,12,800428809479556cd97c4e422bfef676da5f2aa46c1f74182362c09310b6c71e
S21915,https://openalex.org/W4391984271,10.1002/adfm.202400107,Data‐Driven Screening of Pivotal Subunits in Edge‐Anchored Single Atom Catalysts for Oxygen Reactions,2024-02-20,article,Advanced Functional Materials,Qitong Ye,7,en,True,BOTH,3,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q03_year_2024-01-01_2024-12-31/attempt_000001/page_000002.json,26,6019580633a2a234dac086486edb2c86cd8cee6aa7e46b648ebea8517b7402d3
S21916,https://openalex.org/W4391985912,10.1016/j.conbuildmat.2024.135472,Enhancing luminous transmittance and hysteresis width of VO2-based thermochromic coatings by combining GLAD and RGPP approaches,2024-02-20,article,Construction and Building Materials,Antonio J. Santos,5,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,97,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21917,https://openalex.org/W4391993582,10.1149/1945-7111/ad2ba7,Plasma Electrolytic Oxidation Synthesis of Heterostructured TiO2/CuxO Films for Photoelectrochemical Water Splitting Applications,2024-02-21,article,Journal of The Electrochemical Society,Ramūnas Levinas,11,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,3,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21918,https://openalex.org/W4391994350,10.61762/pjstvol5iss1art14597,GLYCEROL-MEDIATED SYNTHESIS OF NITROGEN-DOPED TiO2 WITH EXCELLENT ADSORPTION AND PHOTOCATALYTIC ACTIVITY FOR REMAZOL RED DYE REMOVAL,2022-05-31,article,Platform A Journal of Science and Technology,Paveethra Selvaraj,4,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2022-01-01_2022-12-31/attempt_000001/page_000010.json,42,87299614dc896ddbd91028c3081f4691d63a394ad0df2328ecb1c0a4228c0626
S21919,https://openalex.org/W4391997687,10.1111/jmg.12752,"Ultrahigh thermal gradient granulites in the Narryer Terrane, Yilgarn Craton, Western Australia, provide a window into the composition and formation of Archean lower crust",2024-02-21,article,Journal of Metamorphic Geology,Naomi M. Tucker,8,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,5,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21920,https://openalex.org/W4391998124,10.1021/acsaem.3c02707,Hydrogen-Induced Reduction Improves the Photoelectrocatalytic Performance of Titania,2024-02-20,article,ACS Applied Energy Materials,Carlos Sánchez‐Sánchez,14,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000005.json,96,0f59bedc6344d5715650a80f1b7f1dd5875de7ee539b0d66051ff1dbd354c7b3
S21921,https://openalex.org/W4392005047,10.1155/2024/4014216,Strongly Bound Frenkel Excitons on TiO2 Nanoparticles: An Evolutionary and DFT Approach,2024-02-21,article,International Journal of Photoenergy,Oscar Olvera‐Neria,6,en,True,BOTH,1,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,6,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21922,https://openalex.org/W4392005059,10.3390/nano14050396,Geometrical Stabilities and Electronic Structures of Ru3 Clusters on Rutile TiO2 for Green Hydrogen Production,2024-02-21,article,Nanomaterials,Moteb Alotaibi,1,en,True,BOTH,1;4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q01_year_2024-01-01_2024-12-31/attempt_000001/page_000006.json,4,718ab2cab974f96d6218f36f8ee82b0ab2e8fad8a3ef2ecd927de5fdd15dede4
S21923,https://openalex.org/W4392006884,10.1039/d3su00451a,The power of pores: review on porous thermoelectric materials,2024-01-01,article,RSC Sustainability,Umer Zeeshan Ijaz,3,en,True,BOTH,4,results/s2_2026-09-22/literature_reconciliation/raw/openalex/q04_year_2024-01-01_2024-12-31/attempt_000001/page_000001.json,45,e055477617b14d20267d7a9e339864617ce462cdab6b16887e0d4c0619539dc1
